date,time,temperature,humidity,deviceAddress,baudRate,temperatureCorrection,humidityCorrection
2026-08-01,15-07-39,26.9,39,1,9600,0,0
2026-08-01,15-07-41,26.9,39,1,9600,0,0
2026-08-01,15-07-43,26.9,39,1,9600,0,0
