date,time,temperature,humidity,deviceAddress,baudRate,temperatureCorrection,humidityCorrection
2026-09-04,00-07-09,29.4,42.3,1,14400,0,0
2026-09-04,00-07-12,29.4,42.2,1,14400,0,0
