date,time,temperature,humidity,deviceAddress,baudRate,temperatureCorrection,humidityCorrection
2026-09-04,00-04-14,29.5,43.0,1,9600,0,0
2026-09-04,00-04-17,29.5,42.9,1,9600,0,0
