date,time,temperature,humidity,deviceAddress,baudRate,temperatureCorrection,humidityCorrection
2026-09-04,00-07-21,29.4,42.4,1,9600,0,0
2026-09-04,00-07-23,29.4,42.4,1,9600,0,0
